id,inventory_id,agency,use_case_name,development_stage,topic_area,rationale,consensus_P,consensus_O,consensus_W_ind,consensus_W_opt,consensus_W_nar,consensus_H,consensus_status,status_votes,status_agreement_n,unanimous,mean_confidence,formula_corrections,representative_excerpts,argument_status,legacy_status,legacy_matches_consensus
DHS-2595,DHS-2595,DHS,Open-Source Intelligence for Lead Identification and Targeting,Pre-deployment,Law Enforcement,"This use case falls into a presumptive high-impact category due to its role in supporting law enforcement activities, specifically in identifying individuals who pose risks to community safety or violate U.S. immigration laws. However, it does not meet the definition of high-impact AI as outlined in OMB Memorandum M-25-21 because its outputs do not serve as a ""principal basis"" for decisions or actions with legal, material, binding, or significant effects on an individual or entity's civil rights, civil liberties, or privacy; or human health and safety. The AI modules, including risk extraction, image analysis, language detection, and AI chat, are designed to augment traditional investigative processes by providing structured annotations and insights for analysts to review. These outputs are explicitly described as supporting tools that require human validation and integration with other government data holdings before any enforcement action is taken. Furthermore, the AI system operates as a supplementary tool, consolidating and organizing information to enhance efficiency, but does not independently produce outcomes that directly affect civil rights, civil liberties, or privacy. The safeguards in place, including human validation and adherence to established legal standards, ensure that the AI outputs remain supportive rather than determinative, confirming that this use case does not meet the high-impact definition.",YES,YES,YES,NO,NO,YES,S,"{""D"": 1, ""S"": 4}",4,0,0.9480000000000001,0,"outputs do not serve as a ""principal basis"" for decisions or actions with legal, material, binding, or significant effects || providing structured annotations and insights for analysts to review || integration with other government data holdings before any enforcement action is taken || The safeguards in place, including human validation || require human validation and integration with other government data holdings before any enforcement action is taken || human validation || do not serve as a ""principal basis"" || structured annotations and insights || integration with other government data holdings before any enforcement action || require human validation || outputs do not serve as a ""principal basis""",S: minimally supported rebuttal,S,True
DHS-2627,DHS-2627,DHS,Extended Automated Name Harvesting (eANH),Pre-deployment,Benefits Processing,"No. The AI outputs do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect on that individual’s or entity’s civil rights, civil liberties or privacy, equal opportunities, or access to or the ability to apply for critical government resources or services. The use case increases efficiency of tasks associated with the accurate and timely identification, analysis, and review of biographical information needed for adjudication. The AI outputs are suggested aliases and DOBs related to the individual query, which USCIS staff must review to accept, reject, or ignore the suggested information. The AI outputs reduce the amount of adjudicative time spent manually harvesting aliases and DOBs. The use case increases efficiency of tasks associated with reviewing existing records for adjudicating requests for immigration benefits. Completing such adjudications are not dependent on the use case however lack of this tool would significantly increase human processing times and potentially reduce the accuracy of information consulted during the human review process.",YES,YES,NO,YES,NO,YES,S,"{""S"": 5}",5,1,0.966,0,"do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect || The AI outputs are suggested aliases and DOBs related to the individual query || Completing such adjudications are not dependent on the use case || USCIS staff must review to accept, reject, or ignore the suggested information || do not serve as a principal basis || suggested aliases and DOBs || adjudications are not dependent on the use case || staff must review to accept, reject, or ignore || The AI outputs are suggested aliases and DOBs || The adjudication process can be conducted without this tool",D: public defeater undefeated,D,False
DHS-2667,DHS-2667,DHS,Global Maritime Intelligence,Pre-deployment,Law Enforcement,"This use case does not meet the definition of ""high-impact"" as outlined in Section 5 of M-25-21 because its outputs do not serve as a ""principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety."" Instead, the AI system generates intelligence reports and risk assessments that are used to support human decision-making. Analysts review the outputs and initiate follow-on actions after validating the source data, such as inspections or investigations, ensuring that the AI's outputs are not the sole or principal basis for these decisions. While the use case aligns with a presumed high-impact category due to its critical role in maritime safety and law enforcement, it does not meet the stricter definition of high-impact because its outputs are advisory and produce leads that must be validated as part of the investigative process prior to action being taken.",YES,YES,UNCLEAR,NO,NO,YES,D,"{""D"": 4, ""S"": 1}",4,0,0.9019999999999999,0,"outputs do not serve as a ""principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety."" || generates intelligence reports and risk assessments that are used to support human decision-making || Analysts review the outputs and initiate follow-on actions after validating the source data || must be validated as part of the investigative process prior to action being taken || not the sole or principal basis || generates intelligence reports and risk assessments || validating the source data || support human decision-making || after validating the source data || Analysts review the outputs and initiate follow-on actions || intelligence reports and risk assessments || validating the source data, such as inspections or investigations || Analysts review the outputs",S: minimally supported rebuttal,S,False
DHS-2729,DHS-2729,DHS,Facial Recognition for National Security and Transnational Criminal Organizations,Pilot,Law Enforcement,"The AI utilizes publicly available images and performs a comparative search against other open-source images to identify potential matches. Results produced by the AI can only be utilized for investigative leads and cannot be utilized as a determining factor for any enforcement action by CBP personnel. Therefore, in instances where the AI outputs assist in identifying leads, CBP personnel must then use internal CBP or USG data prior to making any law enforcement decisions or actions. The outputs of the AI do not serve as the principal basis for a high-impact decision or action.",YES,YES,YES,NO,YES,NO,S,"{""S"": 5}",5,1,0.984,0,do not serve as the principal basis for a high-impact decision or action || identify potential matches || CBP personnel must then use internal CBP or USG data prior to making any law enforcement decisions or actions. || performs a comparative search against other open-source images to identify potential matches || can only be utilized for investigative leads and cannot be utilized as a determining factor for any enforcement action || do not serve as the principal basis || comparative search against other open-source images || must then use internal CBP or USG data prior to making any law enforcement decisions || cannot be utilized as a determining factor for any enforcement action || must then use internal CBP or USG data prior to making any law enforcement decisions or actions,U: publicly unresolved,U,False
DHS-310,DHS-310,DHS,Customs Broker License Exam - Proctor Support,Deployed,HR,"This is not a high impact case because this would only be used in for examinees taking the Customs Broker License Exam and not used in requests for federal services, processes, and benefits to include loans and access to public housing. This is just a feature that the CBP exam vendor uses to detect cheating during the exam.",YES,YES,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.882,0,"not used in requests for federal services, processes, and benefits || a feature that the CBP exam vendor uses to detect cheating during the exam || the CBP exam vendor uses to detect cheating during the exam || detect cheating during the exam || uses to detect cheating during the exam",U: publicly unresolved,U,True
DHS-317,DHS-317,DHS,RAPTOR (Rapid Tactical Operations Reconnaissance),Pre-deployment,Law Enforcement,"The AI system processes data from radar, infrared sensors, and video surveillance to detect and track suspicious activities along U.S. borders. By incorporating AI-powered vessel registration, aircraft tail number, license plate, and object detection RAPTOR significantly boosts domain awareness. If the OCR can capture vessel or license plate information, that information is run through CBP Super Query and if derogatory information is returned or other information from the imagery (high number of gas cans in the image) the information is sent through SMS or email to the field for response to the potential activity. Agents log into RAPTOR and reviews for accuracy/validity of image to avoid any investigation of the wrong boat. Neither the AI or output of AI serves as a principal basis for a decision or action. Human review takes place prior to any final decision to act, and then personal interaction leads to any follow-up decisions.",YES,YES,YES,NO,NO,YES,S,"{""S"": 5}",5,1,0.9219999999999999,0,"Neither the AI or output of AI serves as a principal basis for a decision or action. || processes data from radar, infrared sensors, and video surveillance to detect and track suspicious activities || then personal interaction leads to any follow-up decisions || Human review takes place prior to any final decision to act || AI-powered vessel registration, aircraft tail number, license plate, and object detection || that information is run through CBP Super Query and if derogatory information is returned or other information from the imagery || Neither the AI or output of AI serves as a principal basis || vessel registration, aircraft tail number, license plate, and object detection || personal interaction leads to any follow-up decisions || Human review takes place",S: minimally supported rebuttal,S,True
DHS-35,DHS-35,DHS,Autonomous Surveillance Tower,Deployed,Law Enforcement,"The AI outputs do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect on that individual’s or entity’s civil rights, civil liberties or privacy, equal opportunities, or access to or the ability to apply for critical government resources or services. The AI provides alerts when it detects the presence of an IoI (i.e., persons, vehicles, animals) in the image frame. With regard to persons, this computer vision application is trained to determine if the object in the image frame is a person with a certain of level of confidence and not another object that may be shaped similarly to a person. After the alert of a detection, a trained agent or user, reviews the image to identify and classify the activity taking place. The AI merely alerts to the presence of an item it was trained to detect. This is not a biometric system and does not identify or track specific individuals.",YES,YES,NO,NO,YES,YES,S,"{""D"": 1, ""S"": 4}",4,0,0.9139999999999999,0,"do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect || provides alerts when it detects the presence of an IoI || The AI merely alerts to the presence of an item it was trained to detect. This is not a biometric system and does not identify or track specific individuals. || a trained agent or user, reviews the image to identify and classify the activity taking place || The AI merely alerts to the presence of an item it was trained to detect. || do not serve as a principal basis || merely alerts to the presence of an item || reviews the image || reviews the image to identify and classify the activity taking place || a trained agent or user, reviews the image || provides alerts when it detects the presence || trained agent or user, reviews the image",U: publicly unresolved,U,False
DHS-37,DHS-37,DHS,Automated Item of Interest Detection,Deployed,Law Enforcement,"The AI outputs do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect on that individual’s or entity’s civil rights, civil liberties or privacy, equal opportunities, or access to or the ability to apply for critical government resources or services. The AI runs on video and images captured from lawfully deployed technologies used to support the U.S. Border Patrol mission between Ports of Entry. The AI provides alerts when it detects the presence of an IoI, such as persons, vehicles, animals in the image frame. With regard to persons, this computer vision application is trained to determine if the object in the image frame is a person with a certain of level of confidence and not another object that may be shaped similarly to a person. After the alert of a detection, a trained agent or user, reviews the image to identify and classify the activity taking place. The AI merely alerts to the presence of an item it was trained to detect.",YES,YES,NO,NO,YES,YES,U,"{""D"": 2, ""S"": 3}",3,0,0.9179999999999999,0,"do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect || provides alerts when it detects the presence of an IoI || The AI merely alerts to the presence of an item it was trained to detect. || a trained agent or user, reviews the image to identify and classify the activity taking place || do not serve as a principal basis || merely alerts to the presence of an item || reviews the image || reviews the image to identify and classify the activity taking place || a trained agent or user, reviews the image || provides alerts when it detects the presence || trained agent or user, reviews the image",U: publicly unresolved,U,True
DHS-372,DHS-372,DHS,User Entity and Behavior Analytics (UEBA) for Security Operations (SecOps) Anomaly Identification,Deployed,Cybersecurity,This use case collates information provided by or authorized to be collected by an employee as part of network security process. The collated information supports decisions about staffing priorities but is not used to make security-related or employment-related decisions.,YES,YES,NO,NO,YES,NO,U,"{""S"": 3, ""U"": 2}",3,0,0.9099999999999999,0,is not used to make security-related or employment-related decisions || The collated information supports decisions about staffing priorities || supports decisions about staffing priorities but is not used to make security-related or employment-related decisions || not used to make security-related or employment-related decisions || collated information supports decisions about staffing priorities || collates information,U: publicly unresolved,U,True
DHS-38,DHS-38,DHS,Vessel Detection,Deployed,Law Enforcement,The computer vision application scans a large grid within the viewshed of the high-definition camera. It then attempts to detect small vessels detecting entering and exiting small waterways in and around the area the camera is deployed. System is calibrated to detect to identify inbound and outbound traffic. When it detects a vessel it sends and image to the cloud for user review and determination if any follow-up action is required. The AI output does not serve as a principal basis for decisions or actions related to the definition of High-Impact AI.,YES,YES,NO,NO,NO,YES,U,"{""D"": 3, ""S"": 2}",3,0,0.9039999999999999,0,does not serve as a principal basis for decisions or actions related to the definition of High-Impact AI || When it detects a vessel it sends and image to the cloud || for user review and determination if any follow-up action is required || When it detects a vessel it sends and image to the cloud for user review || user review and determination if any follow-up action is required || does not serve as a principal basis || detect small vessels || user review and determination,U: publicly unresolved,U,True
DHS-401,DHS-401,DHS,Vault Access Log (SPVAA),Deployed,Admin Functions,"This use case uses facial recognition technology in Seized Property Vault Activity Automation (SPVAA) to create a log of access to a seized property vault. Photos of the CBP personnel accessing the vault are loaded into the application and logs the entrance request, the case number associated with the entrance request, and the individual’s access to the vault.",NO,YES,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,uses facial recognition technology in Seized Property Vault Activity Automation (SPVAA) to create a log of access || facial recognition technology in Seized Property Vault Activity Automation (SPVAA) to create a log of access || create a log of access,U: publicly unresolved,U,True
DHS-407,DHS-407,DHS,Biometric Check-in for ATD-ISAP (SmartLINK),Deployed,Law Enforcement,"Facial verification is only one option for check-in. If the remote check-in fails, either because it was unable to verify the match between the user and their previously taken photo, or because of other potential issues (poor lighting, camera/phone malfunction, etc...), an officer will manually review the check-in photo against the previously taken photos. If that fails, the user can schedule an in-person check-in at their local ERO office. Therefore, the output of AI (facial verification for a remote check-in) is not the primary basis for a decision or action that would affect the individual's rights or safety. It is a convenience to help save time for both the user and officers.",YES,YES,YES,YES,NO,YES,S,"{""S"": 5}",5,1,0.984,0,"not the primary basis for a decision or action that would affect the individual's rights or safety || facial verification for a remote check-in || If that fails, the user can schedule an in-person check-in at their local ERO office. || an officer will manually review the check-in photo against the previously taken photos || schedule an in-person check-in at their local ERO office || an officer will manually review || is not the primary basis for a decision or action that would affect the individual's rights or safety || output of AI (facial verification for a remote check-in) || the user can schedule an in-person check-in at their local ERO office || user can schedule an in-person check-in",S: minimally supported rebuttal,S,True
DHS-417,DHS-417,DHS,Machine Learning Analysis Applied to Cyber Threat Hunt Data,Pre-deployment,Cybersecurity,"The AI outputs do not produce an action or serve as a principal basis for a decision that has the potential to significantly impact the safety of human-life or well-being, climate or environment, critical infrastructure, or strategic assets or resources. This use case detects anomalies or outliers, and also may be used to classify or categorize certain activity within data that has already been collected during an authorized cyber threat hunt operation within TSA’s networks. The AI outputs are reviewed by a human analyst team to determine if any of the patterns might be associated with unusual activity. The analyst would then continue to investigate further as during normal threat hunt operations.",YES,YES,UNCLEAR,NO,NO,YES,D,"{""D"": 4, ""S"": 1}",4,0,0.938,0,"do not produce an action or serve as a principal basis for a decision that has the potential to significantly impact the safety of human-life or well-being, climate or environment, critical infrastructure, or strategic assets or resources || detects anomalies or outliers, and also may be used to classify or categorize certain activity || The AI outputs are reviewed by a human analyst team to determine if any of the patterns might be associated with unusual activity. || do not produce an action or serve as a principal basis for a decision that has the potential to significantly impact the safety of human-life or well-being || The analyst would then continue to investigate further as during normal threat hunt operations. || The AI outputs are reviewed by a human analyst team || do not produce an action or serve as a principal basis || detects anomalies or outliers || continue to investigate further || reviewed by a human analyst team || do not produce an action or serve as a principal basis for a decision that has the potential to significantly impact || continue to investigate further as during normal threat hunt operations",D: public defeater undefeated,D,True
DHS-48,DHS-48,DHS,Email Analytics for Investigative Data,Pre-deployment,Law Enforcement,"This use case provides more efficient data processing for HSI personnel. The AI output may be used to produce investigative insights in the form of data, information leads or connections that HSI personnel can use to inform investigations, but the output itself is data preparation and organization so HSI personnel can produce those leads when combining the AI output with the personnel’s expertise and other relevant investigative data and information. Personnel may use these insights for law enforcement purposes in ongoing investigations with existing targets to assist in activities such as producing risk assessments about individuals or identifying criminal suspects; however, all insights are reviewed and validated by both personnel and supervisors before being included in any official case management system, and do not serve as a principal basis for law enforcement action or decision. Any enforcement decisions related to these insights are outcomes of the full Federal Investigation Process involving verifying any insights as evidence (including validating AI-translated material by a certified interpreter), presentation to a U.S. Attorney’s Office and potentially a District Court judge, decision to prosecute, judicial review, and trial and sentencing.",YES,YES,YES,NO,NO,YES,S,"{""S"": 5}",5,1,0.984,0,"do not serve as a principal basis for law enforcement action or decision || investigative insights in the form of data, information leads or connections || verifying any insights as evidence (including validating AI-translated material by a certified interpreter), presentation to a U.S. Attorney’s Office and potentially a District Court judge || all insights are reviewed and validated by both personnel and supervisors before being included in any official case management system || combining the AI output with the personnel’s expertise and other relevant investigative data and information || all insights are reviewed and validated by both personnel and supervisors || presentation to a U.S. Attorney’s Office and potentially a District Court judge || reviewed and validated by both personnel and supervisors || presentation to a U.S. Attorney’s Office and potentially a District Court judge, decision to prosecute, judicial review, and trial and sentencing || do not serve as a principal basis || data, information leads or connections || verifying any insights as evidence",S: minimally supported rebuttal,S,True
DHS-49,DHS-49,DHS,Mobile Device Analytics for Investigative Data,Retired,,"The definition states that the ""output serves as a principal basis for a decision or action concerning a specific individual or entity..."" However, the output of the AI is never the only basis for a decision, and no rights impacting action is taken unless a human is in the loop making a further determatination",YES,UNCLEAR,NO,NO,NO,YES,D,"{""D"": 5}",5,1,0.9559999999999998,0,"The definition states that the ""output serves as a principal basis for a decision or action concerning a specific individual or entity..."" || no rights impacting action is taken unless a human is in the loop making a further determatination || output serves as a principal basis for a decision or action concerning a specific individual or entity || the output of the AI || no rights impacting action is taken || a human is in the loop making a further determatination || output serves as a principal basis for a decision or action || a human is in the loop",U: publicly unresolved,U,False
DHS-56,DHS-56,DHS,Person-Centric Identity Services Information Compilation Check,Deployed,Law Enforcement,"This use case verifies the ongoing accuracy of information compiled from within the Person-Centric Identity Services (PCIS). It identifies which records from within PCIS best match search criteria to support case processing. ------ The AI outputs do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect on that individual’s or entity’s civil rights, civil liberties or privacy, equal opportunities, or access to or the ability to apply for critical government resources or services. The use case compiles records from across a variety of USCIS systems to provide a comprehensive history of a person’s interaction with USCIS. The output of this can be visualized through a report or dashboard to assist with case review ensuring access to helpful and accurate records. Adjudicators review the outputs of this use case, alongside other information and insights, to process a case and make a final determination. The adjudication process can be conducted without this tool, however, doing so would significantly increase the time and effort required to process immigration requests.",YES,YES,NO,YES,NO,YES,S,"{""S"": 5}",5,1,0.978,0,"do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect || identifies which records from within PCIS best match search criteria to support case processing || The adjudication process can be conducted without this tool || Adjudicators review the outputs of this use case, alongside other information and insights, to process a case and make a final determination. || visualized through a report or dashboard to assist with case review || do not serve as a principal basis || visualized through a report or dashboard || adjudication process can be conducted without this tool || Adjudicators review the outputs || report or dashboard",S: minimally supported rebuttal,S,True
DHS-57,DHS-57,DHS,Identity Match Option (IMO) Tool for Record Compilation,Retired,,"The use case compiles records from across a variety of USCIS systems to provide a comprehensive history of a person’s interaction with USCIS. The AI output can be visualized through a report or dashboard to assist with case review ensuring access to useful and accurate records. (SEE DHS CAIO SUPER MEMO FY24) ------ The AI outputs do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect on that individual’s or entity’s civil rights, civil liberties or privacy, equal opportunities, or access to or the ability to apply for critical government resources or services. The use case compiles records from across a variety of USCIS systems to provide a comprehensive history of a person’s interaction with USCIS. The output of this can be visualized through a report or dashboard to assist with case review ensuring access to helpful and accurate records. Adjudicators review the outputs of this use case, alongside other information and insights, to process a case and make a final determination. The adjudication process can be conducted without this tool, however, doing so would significantly increase the time and effort required to process immigration requests.",YES,YES,NO,YES,NO,YES,S,"{""S"": 5}",5,1,0.958,0,"do not serve as a principal basis for a decision or action || visualized through a report or dashboard to assist with case review || The adjudication process can be conducted without this tool || Adjudicators review the outputs of this use case, alongside other information and insights, to process a case and make a final determination. || report or dashboard to assist with case review || do not serve as a principal basis || visualized through a report or dashboard || Adjudicators review the outputs",S: minimally supported rebuttal,S,True
DHS-65,DHS-65,DHS,Aircraft Landing Location Predictor (KESTREL),Deployed,Transportation,"The AI predicts aircraft landing locations. The AI outputs do not produce an action or serve as a principal basis for a decision that has the potential to significantly impact the safety of human-life or well-being, climate or environment, critical infrastructure, or strategic assets or resources. The AI outputs do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect on that individual’s or entity’s civil rights, civil liberties or privacy, equal opportunities, or access to or the ability to apply for critical government resources or services.",YES,UNCLEAR,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.968,0,do not produce an action or serve as a principal basis for a decision || The AI predicts aircraft landing locations. || do not produce an action or serve as a principal basis || predicts aircraft landing locations,U: publicly unresolved,U,True
DHS-81,DHS-81,DHS,Passport Anomaly Model,Deployed,Law Enforcement,"The AI outputs do not serve as a principal basis for a decision or action concerning a specific individual or entity that has a legal, material, binding, or similarly significant effect on that individual’s or entity’s civil rights, civil liberties or privacy, equal opportunities, or access to or the ability to apply for critical government resources or services. The AI output is an assessment of passport validity in response to an officer's request for passport validation. This result could be related to an inconsistency or abnormality in a passport's pattern. This is a tool available to CBP officers for confirming the validity of a passport. This result is used to notify the CBP officer that a passport may require review, as it may be part of a newly released sequence, may be invalid, or even possibly fraudulent. This is only one piece of information provided to CBP Officers during the normal course of their duties. The officers would use any results provided to research the validity of the passport through other sources.",YES,YES,NO,NO,YES,YES,U,"{""D"": 2, ""S"": 3}",3,0,0.8800000000000001,0,do not serve as a principal basis for a decision or action || used to notify the CBP officer that a passport may require review || The officers would use any results provided to research the validity of the passport || This is only one piece of information provided to CBP Officers || The officers would use any results provided to research the validity of the passport through other sources. || do not serve as a principal basis || assessment of passport validity || officers would use any results provided to research || an assessment of passport validity in response to an officer's request for passport validation || assessment of passport validity in response to an officer's request || passport may require review,S: minimally supported rebuttal,S,False
DHS-86,DHS-86,DHS,Agriculture Commodity Model (AGC),Deployed,Law Enforcement,"The AI outputs do not produce an action or serve as a principal basis for a decision that has the potential to significantly impact the safety of human-life or well-being, climate or environment, critical infrastructure, or strategic assets or resources. The use case identifies agricultural pest risk in cargo shipments entering the United States. If a cargo shipment is identified as high-risk for pest infestation, it is prioritized for inspection. The model does not track or identify individuals.",YES,YES,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.968,0,"serve as a principal basis for a decision that has the potential to significantly impact the safety of human-life or well-being || If a cargo shipment is identified as high-risk for pest infestation, it is prioritized for inspection. || do not produce an action or serve as a principal basis for a decision || do not produce an action or serve as a principal basis || identified as high-risk for pest infestation, it is prioritized for inspection || identifies agricultural pest risk",U: publicly unresolved,U,True
DHS-95,DHS-95,DHS,Trade Entity Risk Model,Deployed,Law Enforcement,"The Trade Entity Risk model/tool enhances cargo predictive threat models by providing a comprehensive risk profile that aggregates historical trade entity transactions, trading partner relationships, reviews, examinations, and violations (within CBP data holdings) to create quantifiable risk measures for all trade entities. The AI model serves as an input to larger AI/ML cargo risk targeting models to better assess cargo threats and inform focus areas for trade targeting. Its outputs are not directly shared with users or operators and the output does not serve as a principal basis for decision or actions.",YES,YES,NO,NO,UNCLEAR,NO,U,"{""U"": 5}",5,1,0.9,0,the output does not serve as a principal basis for decision or actions || serves as an input to larger AI/ML cargo risk targeting models || Its outputs are not directly shared with users or operators || does not serve as a principal basis || create quantifiable risk measures,U: publicly unresolved,U,True
DOE-574,DOE-574,DOE,M365 Copilot,Pilot,Other,The M365 Copilot and it's variants are integrated into all LANL collaboration and productivity services within M365 including email and Teams.,NO,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.9880000000000001,0,integrated into all LANL collaboration and productivity services within M365 including email and Teams,U: publicly unresolved,U,True
DOE-579,DOE-579,DOE,MR-DT,Pre-deployment,Science,This deals with international safeguars approaches.,NO,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,,U: publicly unresolved,U,True
DOE-588,DOE-588,DOE,AI-Assisted Strategies and Solutions for Environmental Technology (AI-ASSET),Pre-deployment,Energy and Environment,In development stage and impact has not been determined,NO,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,,U: publicly unresolved,U,True
DOE-629,DOE-629,DOE,Consolidated Nuclear Waste Glass Database,Pre-deployment,Energy and Environment,In development stage and impact has not been determined,NO,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,,U: publicly unresolved,U,True
DOE-713,DOE-713,DOE,Performance Monitoring at the Salt Waste Processing Facility (SWPF),Pre-deployment,Energy and Environment,In development stage and impact has not been determined,NO,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,,U: publicly unresolved,U,True
DOJ-0009,DOJ-0009,DOJ,CargoNet,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0014,DOJ-0014,DOJ,Dun & Bradstreet Business Establishments Data,Deployed,Procurement and Finance Mgmt,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0019,DOJ-0019,DOJ,LexisNexis Accurint,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0021,DOJ-0021,DOJ,Mark43 Public Safety Records,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0022,DOJ-0022,DOJ,National Insurance Crime Bureau ISO ClaimSearch,Deployed,Procurement and Finance Mgmt,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0029,DOJ-0029,DOJ,Southwest Border Transaction Record Analysis Center (SWBTRAC),Deployed,Procurement and Finance Mgmt,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0030,DOJ-0030,DOJ,Spokeo,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0031,DOJ-0031,DOJ,Thomson Reuters CLEAR,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0032,DOJ-0032,DOJ,TransUnion TLOxp Online Investigative Services,Deployed,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0033,DOJ-0033,DOJ,Veritone Redact,Deployed,Admin Functions,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
DOJ-0040,DOJ-0040,DOJ,"SAS (Forecasting, predictive analytics, data/statistical analysis)",Pre-deployment,Law Enforcement,"Does not produce an output that serves as a principal basis for decisions or actions with legal, material, binding, or significant effect on any of the individuals or entities identified in OMB-25-21.",YES,NO,NO,NO,NO,NO,U,"{""U"": 5}",5,1,0.992,0,"serves as a principal basis for decisions or actions with legal, material, binding, or significant effect || does not produce an output that serves as a principal basis",U: publicly unresolved,U,True
